Latitude,Longitude,City,Country,Max Temp,Humidity,Wind Speed,Cloudiness,Date
49.5,-56.06,springdale,ca,63.0,74.0,1.99,100.0,1601221309.0
-3.32,17.37,bandundu,cd,88.21,53.0,2.86,72.0,1601221309.0
38.4,33.41,eskil,tr,78.12,29.0,10.8,0.0,1601221310.0
54.54,17.75,lebork,pl,66.99,88.0,5.82,75.0,1601221310.0
41.86,123.92,fushun,cn,60.8,82.0,6.71,0.0,1601221310.0
-11.1,-77.61,hualmay,pe,67.14,67.0,9.1,13.0,1601221311.0
-4.78,38.28,lushoto,tz,62.53,87.0,2.53,88.0,1601221311.0
34.98,139.87,tateyama,jp,66.99,93.0,3.0,1.0,1601221312.0
25.02,37.27,umm lajj,sa,86.31,62.0,8.77,0.0,1601221312.0
4.93,-52.33,cayenne,gf,91.4,52.0,8.05,40.0,1601221312.0
-28.87,28.05,hlotse,ls,55.74,27.0,10.07,0.0,1601221312.0
-0.16,-50.39,afua,br,91.22,50.0,6.17,7.0,1601221313.0
-20.65,166.53,fayaoue,nc,74.73,86.0,11.9,70.0,1601221313.0
-9.01,-35.22,maragogi,br,80.33,76.0,10.49,88.0,1601221030.0
-12.96,28.64,ndola,zm,80.71,16.0,2.55,68.0,1601221314.0
-14.78,24.8,kaoma,zm,90.77,12.0,3.22,65.0,1601221314.0
67.47,78.7,tazovskiy,ru,43.2,85.0,23.15,100.0,1601221314.0
38.24,16.26,locri,it,77.0,50.0,19.46,20.0,1601221315.0
-0.53,37.45,embu,ke,74.77,48.0,4.74,87.0,1601221315.0
64.5,-165.41,nome,us,37.4,69.0,17.22,75.0,1601221315.0
39.51,54.37,balkanabat,tm,70.16,21.0,10.31,93.0,1601221315.0
35.83,14.47,zurrieq,mt,77.0,65.0,21.92,40.0,1601221316.0
50.92,128.46,belogorsk,ru,48.4,86.0,8.05,1.0,1601221316.0
33.34,44.4,baghdad,iq,95.0,24.0,12.75,0.0,1601221134.0
-30.86,30.37,margate,za,59.74,72.0,9.62,98.0,1601221317.0
-38.65,178.0,gisborne,nz,57.0,62.0,11.01,0.0,1601221317.0
46.8,0.53,chatellerault,fr,51.8,81.0,14.99,90.0,1601221317.0
72.79,-56.15,upernavik,gl,28.67,92.0,8.97,80.0,1601221318.0
3.3,117.63,tarakan,id,82.72,79.0,7.92,40.0,1601221318.0
-23.65,-70.4,antofagasta,cl,59.0,67.0,13.87,75.0,1601221318.0
-42.52,172.82,hanmer springs,nz,35.8,83.0,11.7,18.0,1601221318.0
-5.67,132.75,tual,id,80.89,83.0,15.59,97.0,1601221319.0
-38.33,141.6,portland,au,41.23,80.0,5.17,0.0,1601221319.0
21.35,-158.09,makakilo city,us,77.0,73.0,3.36,1.0,1601221294.0
10.26,-85.59,santa cruz,cr,82.4,83.0,3.36,94.0,1601221320.0
53.96,81.21,krutikha,ru,46.15,70.0,1.23,70.0,1601221320.0
55.71,10.02,juelsminde,dk,68.0,88.0,18.34,27.0,1601221320.0
-31.95,141.43,broken hill,au,50.0,61.0,8.05,43.0,1601221320.0
34.67,138.95,shimoda,jp,61.0,90.0,4.21,0.0,1601221321.0
43.32,145.57,nemuro,jp,57.11,81.0,21.68,11.0,1601221321.0
-15.53,167.17,luganville,vu,73.4,94.0,8.68,75.0,1601221321.0
-6.09,-35.21,nisia floresta,br,87.8,52.0,19.46,20.0,1601221322.0
61.99,5.14,raudeberg,no,55.99,78.0,3.83,0.0,1601221322.0
-35.72,150.18,batemans bay,au,42.01,91.0,3.74,18.0,1601221322.0
-17.65,-62.75,pailon,bo,87.8,62.0,19.46,40.0,1601221323.0
27.32,103.72,zhaotong,cn,55.45,93.0,5.12,100.0,1601221323.0
68.75,161.3,cherskiy,ru,36.3,80.0,17.85,100.0,1601221323.0
27.98,-114.06,guerrero negro,mx,73.22,69.0,8.72,0.0,1601221324.0
18.4,-77.1,ocho rios,jm,86.0,77.0,8.01,22.0,1601221324.0
58.69,99.18,kodinsk,ru,40.5,92.0,5.57,100.0,1601221324.0
51.41,86.0,chemal,ru,36.72,82.0,0.6,27.0,1601221325.0
-7.93,-14.42,georgetown,sh,73.9,76.0,16.15,64.0,1601221325.0
5.35,48.53,hobyo,so,76.6,86.0,18.7,100.0,1601221325.0
-5.81,-61.3,manicore,br,97.18,38.0,0.72,99.0,1601221326.0
0.7,108.9,sungairaya,id,78.37,81.0,3.56,100.0,1601221326.0
57.98,53.01,balezino,ru,49.89,82.0,5.12,1.0,1601221326.0
40.6,-124.16,fortuna,us,57.2,100.0,6.93,1.0,1601221327.0
24.8,125.28,hirara,jp,77.18,78.0,9.64,100.0,1601221327.0
5.03,25.14,zemio,cf,75.92,89.0,2.77,99.0,1601221327.0
-16.7,-151.02,fare,pf,78.71,79.0,15.73,7.0,1601221327.0
43.13,-115.69,mountain home,us,48.2,87.0,6.93,1.0,1601221328.0
29.97,40.21,sakakah,sa,93.2,15.0,4.7,0.0,1601221328.0
4.8,119.85,manuk mangkaw,ph,84.56,70.0,7.43,77.0,1601221328.0
65.42,-52.9,maniitsoq,gl,36.41,80.0,8.7,13.0,1601221329.0
-27.83,25.91,hoopstad,za,61.38,25.0,7.94,0.0,1601221329.0
60.38,92.63,teya,ru,36.61,89.0,4.68,58.0,1601221329.0
50.3,87.73,aktash,ru,24.03,88.0,3.24,90.0,1601221330.0
31.46,131.23,kushima,jp,66.0,88.0,3.0,7.0,1601221330.0
38.42,77.24,shache,cn,61.25,31.0,7.9,17.0,1601221330.0
32.79,119.43,gaoyou,cn,65.84,80.0,6.96,96.0,1601221330.0
59.64,-151.55,homer,us,48.2,70.0,19.46,90.0,1601221331.0
43.55,-96.7,sioux falls,us,59.0,50.0,10.29,40.0,1601221257.0
-0.88,131.25,sorong,id,78.44,85.0,9.1,86.0,1601221331.0
-4.22,35.75,babati,tz,76.17,45.0,4.14,97.0,1601221332.0
37.23,28.36,mugla,tr,80.6,44.0,11.41,20.0,1601221332.0
37.47,49.46,bandar-e anzali,ir,73.4,73.0,7.9,75.0,1601221332.0
9.08,-79.28,pacora,pa,86.0,70.0,3.36,40.0,1601221332.0
-4.94,122.53,katobu,id,73.94,88.0,3.69,63.0,1601221333.0
66.77,123.37,zhigansk,ru,41.58,86.0,5.26,96.0,1601221333.0
-16.25,-47.95,luziania,br,91.0,24.0,5.82,40.0,1601221307.0
63.9,122.76,kysyl-syr,ru,43.2,86.0,5.91,100.0,1601221334.0
-2.57,150.8,kavieng,pg,82.17,79.0,10.04,63.0,1601221334.0
-31.43,152.92,port macquarie,au,50.0,77.0,7.4,85.0,1601221334.0
28.57,-81.59,winter garden,us,91.0,77.0,4.45,66.0,1601221247.0
63.75,-68.51,iqaluit,ca,30.2,74.0,6.93,75.0,1601221335.0
-35.35,150.47,ulladulla,au,44.6,87.0,5.82,40.0,1601221335.0
37.57,126.98,seoul,kr,64.4,77.0,2.42,1.0,1601221336.0
18.74,7.39,arlit,ne,100.63,13.0,5.28,66.0,1601221336.0
24.48,118.08,xiamen,cn,73.4,78.0,2.24,90.0,1601221336.0
-2.42,115.25,amuntai,id,73.54,93.0,0.38,94.0,1601221337.0
20.2,1.01,tessalit,ml,103.19,7.0,7.29,0.0,1601221337.0
50.76,59.54,dombarovskiy,ru,52.0,46.0,5.01,0.0,1601221337.0
29.7,107.39,fuling,cn,64.54,83.0,2.8,100.0,1601221338.0
28.7,-100.52,piedras negras,mx,82.99,83.0,9.17,75.0,1601221338.0
-21.37,55.62,saint-joseph,re,71.6,68.0,11.41,79.0,1601221338.0
70.02,135.6,ust-kuyga,ru,32.72,95.0,3.65,21.0,1601221339.0
53.57,142.95,okha,ru,45.23,87.0,11.68,1.0,1601221339.0
-13.13,39.0,montepuez,mz,80.71,48.0,7.43,100.0,1601221339.0
-15.7,-63.08,ascension,bo,98.96,29.0,7.43,19.0,1601221340.0
-25.53,152.7,maryborough,au,57.0,73.0,3.0,0.0,1601221340.0
44.37,-100.35,pierre,us,61.0,38.0,24.16,1.0,1601221340.0
37.72,-25.43,vila franca do campo,pt,71.6,88.0,9.17,75.0,1601221341.0
-38.95,-68.06,neuquen,ar,62.6,36.0,5.82,0.0,1601221341.0
-0.61,-47.36,salinopolis,br,84.52,68.0,13.58,70.0,1601221342.0
19.65,-90.67,seybaplaya,mx,80.6,100.0,6.93,40.0,1601221342.0
62.91,6.91,bud,no,57.2,67.0,5.82,0.0,1601221342.0
26.73,86.5,lahan,np,78.37,87.0,3.96,2.0,1601221343.0
50.1,-91.92,sioux lookout,ca,53.6,93.0,5.82,75.0,1601221100.0
-21.35,165.15,poya,nc,71.47,86.0,6.91,63.0,1601221343.0
51.23,-58.65,saint-augustin,ca,65.79,67.0,15.68,98.0,1601221343.0
47.25,47.03,yenotayevka,ru,58.15,45.0,14.9,0.0,1601221344.0
54.05,-128.65,kitimat,ca,46.4,93.0,12.75,90.0,1601221183.0
-22.47,-68.93,calama,cl,68.0,11.0,11.41,0.0,1601221344.0
-23.7,133.88,alice springs,au,68.0,18.0,6.93,0.0,1601221345.0
-14.66,17.69,menongue,ao,93.06,11.0,2.15,36.0,1601221345.0
-19.55,169.27,isangel,vu,71.6,94.0,5.64,20.0,1601221345.0
36.3,59.61,mashhad,ir,68.0,24.0,6.93,0.0,1601221346.0
-7.57,24.18,kaniama,cd,78.69,66.0,2.21,76.0,1601221346.0
35.73,140.83,hasaki,jp,64.4,100.0,2.24,40.0,1601221346.0
-19.53,-54.04,camapua,br,101.71,20.0,14.12,0.0,1601221346.0
4.38,-7.72,harper,lr,79.9,79.0,10.47,31.0,1601221347.0
-28.55,16.43,oranjemund,na,57.9,66.0,14.5,0.0,1601221347.0
25.21,50.81,umm bab,qa,95.0,50.0,9.17,1.0,1601221347.0
32.69,128.84,fukue,jp,70.3,75.0,27.31,0.0,1601221348.0
66.04,-17.34,husavik,is,44.6,93.0,6.93,90.0,1601221348.0
71.04,27.85,mehamn,no,39.2,69.0,6.93,1.0,1601221348.0
62.11,10.63,alvdal,no,44.6,100.0,6.93,75.0,1601221348.0
42.54,129.0,helong,cn,52.11,80.0,4.61,0.0,1601221349.0
49.02,-122.8,white rock,ca,54.0,99.0,4.23,82.0,1601221349.0
50.41,136.88,khurba,ru,47.16,87.0,5.57,1.0,1601221349.0
-16.98,-67.22,quime,bo,62.44,42.0,7.96,20.0,1601221098.0
39.23,106.34,shitanjing,cn,60.03,67.0,14.67,89.0,1601221350.0
32.52,-92.15,west monroe,us,78.01,83.0,4.7,20.0,1601221349.0
-3.67,152.43,namatanai,pg,79.52,81.0,3.87,99.0,1601221350.0
-7.33,-75.02,contamana,pe,94.42,40.0,5.91,0.0,1601221351.0
-21.34,55.48,saint-pierre,re,71.6,68.0,11.41,68.0,1601221351.0
55.22,-119.44,beaverlodge,ca,41.0,75.0,4.7,40.0,1601221073.0
11.11,7.72,zaria,ng,83.35,60.0,4.97,47.0,1601221351.0
35.84,14.54,marsaxlokk,mt,77.0,65.0,21.92,40.0,1601221352.0
-41.15,-71.31,san carlos de bariloche,ar,48.2,49.0,13.87,15.0,1601221352.0
69.3,139.9,deputatskiy,ru,37.71,96.0,3.22,100.0,1601221353.0
38.7,-9.42,cascais,pt,70.0,60.0,27.51,20.0,1601221115.0
-20.21,57.76,quatre cocos,mu,73.99,83.0,11.41,75.0,1601221353.0
-18.67,-43.08,sabinopolis,br,94.01,26.0,2.19,0.0,1601221353.0
-0.87,134.08,manokwari,id,78.93,75.0,3.8,37.0,1601221151.0
47.38,-61.86,cap-aux-meules,ca,64.4,77.0,21.92,75.0,1601221354.0
-11.7,43.26,moroni,km,76.66,72.0,3.8,19.0,1601221354.0
18.47,120.58,davila,ph,80.6,94.0,3.36,75.0,1601221354.0
-0.72,8.78,port-gentil,ga,82.4,65.0,14.99,75.0,1601221355.0
44.03,-64.72,liverpool,ca,75.99,71.0,1.99,0.0,1601221355.0
33.36,129.55,hirado,jp,69.01,35.0,5.01,2.0,1601221355.0
-22.67,167.48,vao,nc,71.98,88.0,12.08,99.0,1601221356.0
-15.12,39.27,nampula,mz,89.6,29.0,11.41,20.0,1601221356.0
34.62,71.97,bat khela,pk,73.18,47.0,6.33,2.0,1601221356.0
57.4,63.77,baykalovo,ru,50.47,90.0,5.64,0.0,1601221356.0
18.28,-70.33,bani,do,89.6,66.0,6.93,20.0,1601221252.0
36.29,-76.25,elizabeth city,us,75.2,78.0,3.36,75.0,1601221357.0
59.51,15.99,koping,se,57.0,87.0,16.11,44.0,1601221357.0
12.6,79.77,uttiramerur,in,82.4,83.0,1.43,75.0,1601221083.0
69.22,-51.1,ilulissat,gl,33.8,69.0,10.29,91.0,1601221358.0
27.04,14.43,sabha,ly,99.23,9.0,4.27,0.0,1601221358.0
-9.08,143.21,daru,pg,78.26,86.0,15.97,100.0,1601221358.0
60.72,-135.05,whitehorse,ca,42.8,70.0,11.41,90.0,1601221359.0
54.32,-130.32,prince rupert,ca,51.8,81.0,23.04,90.0,1601221359.0
2.04,45.34,mogadishu,so,78.1,81.0,12.59,53.0,1601221359.0
64.84,-147.72,fairbanks,us,37.99,93.0,8.05,1.0,1601221360.0
-19.38,47.42,ambatolampy,mg,69.8,60.0,17.22,20.0,1601221360.0
-30.74,30.45,port shepstone,za,59.13,76.0,10.18,99.0,1601221360.0
23.57,70.63,rapar,in,85.42,59.0,4.32,23.0,1601221360.0
35.29,-2.94,melilla,es,78.8,57.0,13.87,6.0,1601221238.0
2.52,101.8,port dickson,my,78.8,88.0,6.98,20.0,1601221361.0
10.48,16.71,bousso,td,82.2,75.0,5.3,81.0,1601221361.0
45.18,-89.68,merrill,us,57.2,93.0,4.7,40.0,1601221361.0
-35.66,-63.76,general pico,ar,67.19,50.0,13.94,72.0,1601221362.0
-26.65,15.16,luderitz,na,59.34,56.0,26.44,0.0,1601221362.0
-2.59,-51.95,senador jose porfirio,br,90.91,47.0,2.26,48.0,1601221363.0
68.82,-51.19,qasigiannguit,gl,33.8,69.0,10.29,88.0,1601221363.0
15.3,120.65,san vicente,ph,80.6,78.0,11.41,90.0,1601221363.0
-2.08,101.38,sungaipenuh,id,66.07,86.0,1.5,100.0,1601221363.0
-16.48,-151.75,faanui,pf,78.64,78.0,14.81,26.0,1601221364.0
48.6,133.82,smidovich,ru,49.96,83.0,6.55,22.0,1601221364.0
-8.9,-35.15,sao jose da coroa grande,br,80.76,74.0,10.69,80.0,1601221364.0
54.37,81.9,ordynskoye,ru,44.6,78.0,1.25,75.0,1601221365.0
20.89,-156.47,kahului,us,77.0,65.0,6.93,1.0,1601221365.0
27.27,31.15,abnub,eg,89.89,12.0,5.35,8.0,1601221365.0
60.14,-45.24,nanortalik,gl,39.15,72.0,12.15,0.0,1601221365.0
59.57,150.8,magadan,ru,42.49,92.0,7.29,52.0,1601221366.0
-5.82,13.45,matadi,cd,83.19,53.0,8.86,87.0,1601221366.0
-14.22,-42.78,guanambi,br,94.95,16.0,9.44,0.0,1601221366.0
29.37,-94.97,galveston,us,86.0,66.0,10.29,1.0,1601221367.0
9.47,12.03,numan,ng,83.5,72.0,6.64,41.0,1601221367.0
32.93,12.08,zuwarah,ly,84.45,42.0,10.09,1.0,1601221367.0
5.38,-52.95,sinnamary,gf,87.03,61.0,12.8,62.0,1601221367.0
-19.98,57.61,cap malheureux,mu,73.99,72.0,8.99,10.0,1601221368.0
43.97,-91.77,winona,us,59.0,72.0,5.82,1.0,1601221220.0
24.03,-74.52,cockburn town,bs,83.08,64.0,7.14,24.0,1601221369.0
-17.74,-46.17,joao pinheiro,br,96.1,15.0,4.45,0.0,1601221369.0
-20.93,165.33,poindimie,nc,72.81,86.0,6.82,25.0,1601221369.0
66.83,70.83,yar-sale,ru,41.58,73.0,18.07,48.0,1601221369.0
2.78,45.5,jawhar,so,78.51,69.0,17.56,56.0,1601221370.0
52.15,93.92,turan,ru,34.02,86.0,2.64,7.0,1601221370.0
58.81,-122.7,fort nelson,ca,39.2,100.0,4.7,40.0,1601221370.0
-17.53,-149.33,tiarei,pf,75.2,78.0,4.7,20.0,1601221371.0
-5.15,-79.0,san ignacio,pe,82.65,46.0,1.07,5.0,1601221371.0
51.84,39.94,verkhnyaya khava,ru,66.2,20.0,13.42,0.0,1601221371.0
62.63,17.94,harnosand,se,53.01,87.0,3.36,100.0,1601221372.0
26.06,119.31,fuzhou,cn,68.0,88.0,6.71,90.0,1601221188.0
1.29,103.85,singapore,sg,82.4,78.0,6.93,75.0,1601221266.0
52.52,99.83,orlik,ru,32.79,87.0,1.88,90.0,1601221373.0
-8.19,15.38,camabatela,ao,76.3,59.0,4.72,63.0,1601221373.0
24.47,54.37,abu dhabi,ae,91.4,75.0,8.05,0.0,1601221223.0
-34.48,-54.33,rocha,uy,67.12,89.0,8.08,100.0,1601221373.0
39.3,9.2,sinnai,it,68.0,49.0,18.34,40.0,1601221374.0
65.97,78.37,urengoy,ru,51.3,85.0,20.76,88.0,1601221374.0
-33.59,-71.62,san antonio,cl,59.0,67.0,9.17,0.0,1601221375.0
-28.45,21.26,upington,za,64.4,17.0,11.41,0.0,1601221375.0
50.68,36.55,severnyy,ru,69.8,28.0,13.42,100.0,1601221375.0
65.7,82.47,krasnoselkup,ru,50.2,93.0,20.51,100.0,1601221376.0
26.18,127.76,nishihara,jp,78.8,83.0,6.4,90.0,1601221376.0
-5.22,145.8,madang,pg,77.59,88.0,3.0,54.0,1601221376.0
28.41,-80.6,cape canaveral,us,88.0,66.0,6.93,1.0,1601221376.0
19.75,10.25,agadez,ne,99.82,9.0,5.93,100.0,1601221377.0
-4.58,-81.27,talara,pe,71.6,68.0,25.28,0.0,1601221213.0
59.33,54.32,yurla,ru,48.09,91.0,4.16,0.0,1601221377.0
22.24,68.97,dwarka,in,82.18,71.0,9.31,40.0,1601221378.0
34.08,119.72,yunhe,cn,62.92,86.0,4.41,7.0,1601221378.0
-3.74,-38.65,caucaia,br,86.0,55.0,17.22,20.0,1601221378.0
34.64,-120.46,lompoc,us,62.6,93.0,3.36,90.0,1601221379.0
-45.42,167.72,te anau,nz,33.1,91.0,7.49,73.0,1601221379.0
-16.35,-53.76,guiratinga,br,99.12,21.0,8.55,6.0,1601221379.0
12.78,45.04,aden,ye,86.63,78.0,13.71,0.0,1601221380.0
-6.4,-48.55,sao geraldo do araguaia,br,98.04,31.0,6.17,17.0,1601221104.0
27.9,102.26,xichang,cn,66.45,75.0,1.41,94.0,1601221380.0
-14.27,50.17,sambava,mg,73.33,84.0,7.54,7.0,1601221381.0
2.15,27.99,wamba,cd,70.36,95.0,3.87,100.0,1601221381.0
16.78,101.24,lom sak,th,77.72,86.0,0.67,100.0,1601221382.0
-9.77,37.93,liwale,tz,79.9,53.0,9.01,45.0,1601221382.0
52.66,90.09,abaza,ru,34.66,89.0,0.94,7.0,1601221382.0
59.45,112.56,vitim,ru,43.54,67.0,8.43,53.0,1601221382.0
-41.87,-73.82,ancud,cl,57.99,65.0,3.0,68.0,1601221383.0
25.21,64.64,ormara,pk,83.3,78.0,13.58,0.0,1601221383.0
-37.83,147.62,bairnsdale,au,39.0,85.0,5.79,0.0,1601221132.0
12.63,80.17,mamallapuram,in,82.4,83.0,4.45,75.0,1601221384.0
-20.32,118.57,port hedland,au,71.6,78.0,9.17,0.0,1601221384.0
18.9,-3.53,araouane,ml,104.29,8.0,3.74,16.0,1601221384.0
50.7,-127.42,port hardy,ca,50.0,93.0,19.46,90.0,1601221384.0
58.61,5.65,varhaug,no,64.0,72.0,4.7,73.0,1601221385.0
13.22,80.32,kattivakkam,in,82.4,83.0,4.41,75.0,1601221385.0
6.4,-58.62,bartica,gy,87.8,70.0,4.7,40.0,1601221385.0
60.47,166.1,tilichiki,ru,33.64,92.0,0.87,0.0,1601221385.0
-28.15,-54.74,cerro largo,br,82.0,69.0,12.75,100.0,1601221386.0
-37.83,140.77,mount gambier,au,39.2,93.0,4.88,0.0,1601221386.0
39.99,-6.54,coria,es,77.0,42.0,8.99,1.0,1601221387.0
-24.09,25.03,letlhakeng,bw,79.03,13.0,9.86,0.0,1601221387.0
-28.32,153.4,murwillumbah,au,59.0,58.0,8.05,57.0,1601221387.0
55.1,-105.28,la ronge,ca,44.6,75.0,11.41,75.0,1601221387.0
-16.92,145.77,cairns,au,71.6,83.0,5.82,40.0,1601221388.0
37.2,-94.35,jasper,us,75.99,64.0,16.11,40.0,1601221177.0
46.72,-92.1,superior,us,61.0,67.0,17.22,1.0,1601221388.0
-23.13,150.73,yeppoon,au,64.4,77.0,5.82,16.0,1601221388.0
48.82,11.85,abensberg,de,61.0,44.0,4.7,40.0,1601221389.0
-45.58,-72.07,coihaique,cl,53.6,50.0,9.17,40.0,1601221389.0
53.05,158.65,petropavlovsk-kamchatskiy,ru,37.4,79.0,6.71,75.0,1601221389.0
65.99,57.53,usinsk,ru,42.37,80.0,9.35,50.0,1601221390.0
40.28,97.2,yumen,cn,55.36,32.0,8.97,100.0,1601221390.0
-22.45,18.97,gobabis,na,81.18,11.0,21.18,0.0,1601221390.0
-15.6,34.52,mwanza,mw,87.84,19.0,3.96,52.0,1601221390.0
58.01,46.32,syava,ru,51.12,72.0,4.59,73.0,1601221391.0
38.3,-77.46,fredericksburg,us,73.99,83.0,2.84,84.0,1601221219.0
56.45,138.17,ayan,ru,50.88,92.0,4.59,46.0,1601221391.0
37.89,58.52,annau,tm,69.8,24.0,4.7,20.0,1601221392.0
-8.93,36.13,malinyi,tz,86.4,40.0,4.56,56.0,1601221392.0
66.94,-53.67,sisimiut,gl,35.6,83.0,11.7,99.0,1601221392.0
-11.38,43.28,mitsamiouli,km,77.05,76.0,14.72,3.0,1601221393.0
47.55,47.0,sasykoli,ru,57.24,37.0,13.69,0.0,1601221393.0
44.33,-80.11,creemore,ca,73.4,64.0,12.75,20.0,1601221393.0
-2.67,141.3,vanimo,pg,78.62,83.0,3.76,38.0,1601221393.0
-26.58,148.78,roma,au,50.7,48.0,8.52,0.0,1601221394.0
1.44,31.34,hoima,ug,69.57,91.0,4.12,38.0,1601221394.0
1.74,98.78,sibolga,id,77.34,72.0,1.54,100.0,1601221394.0
-12.49,130.98,palmerston,au,78.8,83.0,4.7,44.0,1601221395.0
26.56,54.88,bandar-e lengeh,ir,91.4,66.0,9.17,0.0,1601221395.0
-10.68,35.65,songea,tz,77.0,44.0,13.87,5.0,1601221396.0
